Province,Division,District,Tehsil,Projected Population,Pakka,Semi_Pakka,Kacha,Built_Less_Than_7_Years,Built_7_to_12_Years,Built_12_to_22_Years,Built_22_to_52_Years,Built_Over_52_Years
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,PAROA TEHSIL,346184,17100,10932,23504,5559,8300,16093,12865,3203
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,BIRMIL TEHSIL,122432,484,1478,18465,2125,3658,5896,5679,1734
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,LADHA TEHSIL,117641,2048,4304,20828,2083,3415,3561,6239,5666
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,MAKIN TEHSIL,71709,953,2119,11862,2366,3388,2230,1699,2131
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,SARAROGHA TEHSIL,157570,3174,8765,22689,2202,4185,5737,9857,7827
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,SERWEKAI TEHSIL,63850,857,3972,7689,1005,1522,2708,3773,3046
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,SHAKTOI TEHSIL,48136,257,557,8231,547,1585,1734,1974,2773
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,TIARZA TEHSIL,71444,658,2644,12657,1116,1457,2553,4421,4100
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,TOI KHULLA TEHSIL,111659,1430,2325,19018,2874,4773,3944,2513,3513
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,WANA TEHSIL,200489,1881,4503,28252,2783,4573,7797,10804,5607
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,TANK DISTRICT,JANDOLA SUB-DIVISION,48638,1670,2557,3212,144,835,1869,2764,1083
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,TANK DISTRICT,TANK TEHSIL,462010,18332,20893,26169,3452,8663,18570,21197,9717
KHYBER PAKHTUNKHWA,HAZARA DIVISION,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,1066227,137200,16530,16371,10061,28510,60905,51848,11809
KHYBER PAKHTUNKHWA,HAZARA DIVISION,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,278738,37473,4019,1743,2271,5850,14647,16305,2767
KHYBER PAKHTUNKHWA,HAZARA DIVISION,ABBOTTABAD DISTRICT,LORA TEHSIL,107138,14533,2199,686,879,2459,5220,6636,1464
KHYBER PAKHTUNKHWA,HAZARA DIVISION,ABBOTTABAD DISTRICT,LOWER TANAWAL TEHSIL,65408,7098,2016,1663,1000,1237,2912,4341,928
KHYBER PAKHTUNKHWA,HAZARA DIVISION,BATAGRAM DISTRICT,ALLAI TEHSIL,236235,19637,9194,6685,3195,6471,21493,2427,559
KHYBER PAKHTUNKHWA,HAZARA DIVISION,BATAGRAM DISTRICT,BATAGRAM TEHSIL,364526,29565,12488,10157,3563,8276,26516,10522,1645
KHYBER PAKHTUNKHWA,HAZARA DIVISION,HARIPUR DISTRICT,GHAZI TEHSIL,164441,21103,2806,2520,1198,3189,7892,10762,3017
KHYBER PAKHTUNKHWA,HAZARA DIVISION,HARIPUR DISTRICT,HARIPUR TEHSIL,906621,118701,9976,8715,9245,19947,40459,53087,10434
KHYBER PAKHTUNKHWA,HAZARA DIVISION,HARIPUR DISTRICT,KHANPUR TEHSIL,202651,27605,2656,939,1621,3765,8997,13818,2452
KHYBER PAKHTUNKHWA,HAZARA DIVISION,KOLAI PALAS KOHISTAN DISTRICT,BATTAIRA SUB-DIVISION,151987,2719,3851,14335,4546,4500,5414,2634,627
KHYBER PAKHTUNKHWA,HAZARA DIVISION,KOLAI PALAS KOHISTAN DISTRICT,PALAS SUB-DIVISION,105052,814,622,14012,2655,4047,4465,2195,530
KHYBER PAKHTUNKHWA,HAZARA DIVISION,LOWER KOHISTAN DISTRICT,BANKAND RANOLIA TEHSIL,192250,6371,7906,10981,4301,4965,7321,4263,1397
KHYBER PAKHTUNKHWA,HAZARA DIVISION,LOWER KOHISTAN DISTRICT,PATTAN SUB-DIVISION,137081,5447,4784,14254,5556,7456,6837,2520,336
KHYBER PAKHTUNKHWA,HAZARA DIVISION,MANSEHRA DISTRICT,BAFFA PAKHAL TEHSIL,494633,59958,13255,6783,5354,13644,37295,14821,2114
KHYBER PAKHTUNKHWA,HAZARA DIVISION,MANSEHRA DISTRICT,BALAKOT TEHSIL,336778,35961,12277,7021,3849,9535,31627,5993,931
KHYBER PAKHTUNKHWA,HAZARA DIVISION,MANSEHRA DISTRICT,DARBAND TEHSIL,56138,5166,2080,527,258,726,2473,3512,600
KHYBER PAKHTUNKHWA,HAZARA DIVISION,MANSEHRA DISTRICT,MANSEHRA TEHSIL,782521,105390,10536,6654,10852,24817,44061,31528,4034
KHYBER PAKHTUNKHWA,HAZARA DIVISION,MANSEHRA DISTRICT,OGHI TEHSIL,273116,24790,5395,7873,2554,6152,14298,11075,2335
KHYBER PAKHTUNKHWA,HAZARA DIVISION,TORGHAR DISTRICT,DAUR MERA TEHSIL,54837,1212,4313,1915,404,1261,2157,2375,1091
KHYBER PAKHTUNKHWA,HAZARA DIVISION,TORGHAR DISTRICT,JUDBA TEHSIL,68496,1057,2965,4556,468,1346,3608,2449,612
KHYBER PAKHTUNKHWA,HAZARA DIVISION,TORGHAR DISTRICT,KHANDER TEHSIL,94312,1103,7491,5274,681,1184,3356,5941,2003
KHYBER PAKHTUNKHWA,HAZARA DIVISION,UPPER KOHISTAN DISTRICT,DASSU SUB-DIVISION,145075,2444,7526,14157,4366,6157,6580,3952,792
KHYBER PAKHTUNKHWA,HAZARA DIVISION,UPPER KOHISTAN DISTRICT,HARBAN BHASHA TEHSIL,48510,430,4763,1311,712,1195,2228,1756,457
KHYBER PAKHTUNKHWA,HAZARA DIVISION,UPPER KOHISTAN DISTRICT,KANDIA SUB-DIVISION,153393,2236,14535,8295,4680,6130,8142,3351,868
KHYBER PAKHTUNKHWA,HAZARA DIVISION,UPPER KOHISTAN DISTRICT,SEO SUB-DIVISION,59313,1186,1872,7315,1516,3587,3549,1293,45
KHYBER PAKHTUNKHWA,KOHAT DIVISION,HANGU DISTRICT,HANGU TEHSIL,304789,21048,8564,4184,1502,3656,9113,13613,5189
KHYBER PAKHTUNKHWA,KOHAT DIVISION,HANGU DISTRICT,TALL TEHSIL,265936,18121,5785,4310,825,1964,6573,13837,4013
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,192336,11978,5292,5247,1146,3562,7723,7372,2198
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KARAK DISTRICT,KARAK TEHSIL,369054,26491,8201,5916,2521,7167,14133,12473,2958
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KARAK DISTRICT,TAKHT-E-NASRATI TEHSIL,323706,20567,5629,8250,3057,5865,11033,9240,3975
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KOHAT DISTRICT,DARRA ADAM KHEL SUB-DIVISION,151838,12531,4466,1390,1019,2169,4469,8094,2185
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KOHAT DISTRICT,GUMBAT TEHSIL,135216,11711,5723,1610,644,1639,5376,7767,2463
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KOHAT DISTRICT,KOHAT TEHSIL,887680,86701,14763,11698,5764,15971,35891,41704,10245
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KOHAT DISTRICT,LACHI TEHSIL,165781,13096,5467,3483,993,3134,6478,8440,2278
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KURRAM DISTRICT,CENTRAL KURRAM F.R TEHSIL,389447,3776,17746,20593,1802,3409,6059,13538,15299
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KURRAM DISTRICT,LOWER KURRAM TEHSIL,163897,6142,4834,8601,1640,2407,4863,6766,3386
KHYBER PAKHTUNKHWA,KOHAT DIVISION,KURRAM DISTRICT,UPPER KURRAM TEHSIL,299486,12803,5482,16253,2137,4024,6823,12142,8573
KHYBER PAKHTUNKHWA,KOHAT DIVISION,ORAKZAI DISTRICT,CENTRAL TEHSIL,100784,238,2385,9420,252,483,1760,4638,4590
KHYBER PAKHTUNKHWA,KOHAT DIVISION,ORAKZAI DISTRICT,ISMAIL ZAI TEHSIL,42703,987,2565,2130,57,903,755,2152,1623
KHYBER PAKHTUNKHWA,KOHAT DIVISION,ORAKZAI DISTRICT,LOWER TEHSIL,136751,1277,2272,13632,2082,1466,3492,6712,2677
KHYBER PAKHTUNKHWA,KOHAT DIVISION,ORAKZAI DISTRICT,UPPER TEHSIL,140580,691,3773,14608,2433,5781,2104,3793,2477
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BAJAUR DISTRICT,BAR CHAMER KAND TEHSIL,3881,79,631,177,32,21,116,290,165
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BAJAUR DISTRICT,BARANG TEHSIL,97702,550,11570,2288,493,1717,3296,5284,2834
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BAJAUR DISTRICT,KHAR BAJAUR TEHSIL,325075,9692,8493,24532,3325,6339,10511,15940,4802
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BAJAUR DISTRICT,MAMUND TEHSIL,387780,5019,17929,27187,2278,5792,11621,16640,10929
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BAJAUR DISTRICT,NAWAGAI TEHSIL,101747,1431,5489,6401,255,879,3354,5247,3207
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BAJAUR DISTRICT,SALARZAI TEHSIL,342838,9956,18601,21668,4299,6568,13325,13838,6876
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BAJAUR DISTRICT,UTMAN KHEL TEHSIL,134192,3691,4324,8135,1465,2385,3945,5081,2410
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BUNER DISTRICT,CHAGHARZAI TEHSIL,136724,6224,3890,4644,2127,2670,3703,4483,1168
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BUNER DISTRICT,DAGGAR TEHSIL,209288,12912,3441,5208,2026,3814,7014,7074,1149
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BUNER DISTRICT,GADEZAI TEHSIL,214410,11401,3969,6253,2642,4376,6246,6396,1304
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BUNER DISTRICT,GAGRA TEHSIL,194304,12331,1671,5584,2719,4732,6521,4927,432
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BUNER DISTRICT,KHADO KHEL TEHSIL,148278,14154,1766,2419,1674,3745,6324,5276,512
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,BUNER DISTRICT,MANDANR TEHSIL,200908,12190,4109,8103,2298,5131,9264,6606,711
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,LOWER CHITRAL DISTRICT,CHITRAL SUB-DIVISION,227261,11718,12461,6910,3354,6482,8984,9179,1762
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,LOWER CHITRAL DISTRICT,DROSH SUB-DIVISION,118280,1815,7915,6097,1583,3499,4535,4698,1065
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,LOWER DIR DISTRICT,ADENZAI SUB-DIVISION,409966,30715,9700,8942,5084,12501,15874,12385,2077
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,268517,20771,4424,4334,4035,7027,8802,7516,1166
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,LOWER DIR DISTRICT,SAMARBAGH SUB-DIVISION,464322,28428,14863,11183,5398,11367,17016,15087,3599
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,LOWER DIR DISTRICT,TEMERGARA SUB-DIVISION,647279,47347,17700,7877,8053,15132,22415,21345,3511
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,383151,36570,6481,7117,7934,11389,15095,10519,2132
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,513050,43737,12769,9424,5165,11047,23102,20172,3585
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SHANGLA DISTRICT,ALPURI TEHSIL,398104,22773,14622,16563,6695,11065,16472,13780,2782
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SHANGLA DISTRICT,BISHAM TEHSIL,131656,12838,2573,4058,1921,3681,7911,3370,202
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SHANGLA DISTRICT,CHAKISAR TEHSIL,138976,8010,5765,4064,2225,3552,6761,3892,645
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SHANGLA DISTRICT,MARTUNG TEHSIL,112061,3747,2730,5785,673,2408,3759,3936,986
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SHANGLA DISTRICT,PURAN TEHSIL,186491,12610,6995,6279,2231,6407,10196,5413,706
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SWAT DISTRICT,BABUZAI TEHSIL,756161,85107,9859,10767,8621,20733,35146,32891,6127
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SWAT DISTRICT,BARIKOT TEHSIL,238707,22051,4784,4721,2937,6926,10076,9591,1382
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SWAT DISTRICT,BEHRAIN TEHSIL,293841,9876,14369,14015,3767,7154,12350,11641,2341
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SWAT DISTRICT,CHARBAGH TEHSIL,172936,13998,4546,3902,1815,5256,7725,5996,1138
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SWAT DISTRICT,KABAL TEHSIL,521939,54317,5262,10348,6962,14401,22968,21766,2367
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SWAT DISTRICT,KHAWAZAKHELA TEHSIL,333634,24060,6134,13239,4755,8852,13929,12023,2095
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,SWAT DISTRICT,MATTA TEHSIL,599344,49714,11088,14279,5612,15705,25795,21407,3742
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,UPPER CHITRAL DISTRICT,MASTUJ SUB-DIVISION,211907,1609,12620,12644,3554,5588,6943,6412,3360
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,UPPER DIR DISTRICT,DIR SUB-DIVISION,416452,18992,15787,16798,4319,8809,15663,16196,5059
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,UPPER DIR DISTRICT,LARJUM SUB-DIVISION,129641,5549,7166,4023,980,2655,4883,5786,1899
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,228406,4269,17550,9241,2753,5106,9439,9692,3399
KHYBER PAKHTUNKHWA,MALAKAND DIVISION,UPPER DIR DISTRICT,WARI SUB-DIVISION,400797,21269,18120,12756,4680,10748,16065,14792,4633
KHYBER PAKHTUNKHWA,MARDAN DIVISION,MARDAN DISTRICT,GHARI KAPOORA TEHSIL,346874,32625,11378,5676,4253,9435,18184,13786,2301
KHYBER PAKHTUNKHWA,MARDAN DIVISION,MARDAN DISTRICT,KATLANG TEHSIL,409930,40272,5965,4946,5092,9976,17339,15349,2528
KHYBER PAKHTUNKHWA,MARDAN DIVISION,MARDAN DISTRICT,MARDAN TEHSIL,1129199,120622,22057,12725,15752,30958,53955,40534,8105
KHYBER PAKHTUNKHWA,MARDAN DIVISION,MARDAN DISTRICT,RUSTAM TEHSIL,303493,28252,8755,4825,3187,8383,15561,11690,1331
KHYBER PAKHTUNKHWA,MARDAN DIVISION,MARDAN DISTRICT,TAKHT BHAI TEHSIL,786368,74348,17243,18886,12087,23525,38278,26647,4908
KHYBER PAKHTUNKHWA,MARDAN DIVISION,SWABI DISTRICT,LAHOR TEHSIL,384792,38788,11426,3971,3672,9388,16952,18770,3835
KHYBER PAKHTUNKHWA,MARDAN DIVISION,SWABI DISTRICT,RAZAR TEHSIL,738313,79617,14396,6438,9165,19765,33649,29684,4348
KHYBER PAKHTUNKHWA,MARDAN DIVISION,SWABI DISTRICT,SWABI TEHSIL,516141,55978,6658,5316,4455,10648,21478,25387,4804
KHYBER PAKHTUNKHWA,MARDAN DIVISION,SWABI DISTRICT,TOPI TEHSIL,413180,43088,8411,8629,4248,10013,18256,22126,4593
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,CHARSADDA DISTRICT,CHARSADDA TEHSIL,987475,84830,30525,15504,11779,25837,50332,34026,6410
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,CHARSADDA DISTRICT,SHABQADAR TEHSIL,477936,42490,12156,10341,4962,13004,23363,16860,3306
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,CHARSADDA DISTRICT,TANGI TEHSIL,527194,50672,11202,10398,7841,16906,26127,15572,3427
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,KHYBER DISTRICT,BARA TEHSIL,595114,19528,23006,35976,5305,9463,19760,29013,10430
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,KHYBER DISTRICT,JAMRUD TEHSIL,263857,9198,10301,18594,3232,4106,10241,14188,4395
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,KHYBER DISTRICT,LANDI KOTAL TEHSIL,339112,12317,17911,17907,1284,3805,14712,20857,6238
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,KHYBER DISTRICT,MULLA GORI TEHSIL,46234,916,1463,3958,308,759,1108,1476,1858
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,MOHMAND DISTRICT,AMBAR UTMAN KHEL TEHSIL,86273,418,2078,7597,387,875,3405,3929,1353
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,MOHMAND DISTRICT,HALIM ZAI TEHSIL,96799,2108,2872,5221,431,1128,2905,3871,1762
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,MOHMAND DISTRICT,PINDIALI TEHSIL,121879,1378,3187,8913,555,1036,2808,5130,3721
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,MOHMAND DISTRICT,PRANG GHAR TEHSIL,39139,1777,1196,1382,356,866,1381,1069,544
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,MOHMAND DISTRICT,SAFI TEHSIL,119026,1136,3196,6304,566,763,2344,3714,3022
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,MOHMAND DISTRICT,UPPER MOHMAND TEHSIL,69121,272,1007,6105,229,431,910,2771,2859
KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,MOHMAND DISTRICT,YAKE GHUND TEHSIL,69228,2726,1971,3947,893,1283,2468,2682,711
